orderNo,userId,orderDate,itemNbr,rating
2872181197682,A748,2021-01-16T11:13:04-0800,745425762,2
2872181694644,A618,2021-01-16T11:02:13-0800,366151516,3
2872181286143,A11,2021-01-16T09:40:37-0800,862129265,3
2872181354961,A452,2021-01-16T04:34:59-0800,555793228,5
2872181354961,A652,2021-01-16T04:34:59-0800,555793228,2
2872181054468,A559,2021-01-16T03:58:27-0800,862129265,5
2872181054468,A372,2021-01-16T03:58:27-0800,862129265,1
2872181844211,A192,2021-01-15T21:45:51-0800,555793228,1
2872181343359,A833,2021-01-15T21:15:13-0800,467283880,4
2862181516556,A496,2021-01-15T16:07:58-0800,555793228,4
2862180187999,A745,2021-01-15T13:30:45-0800,265479001,4
2862180190302,A669,2021-01-15T13:06:44-0800,862129265,3
2862180885185,A853,2021-01-15T12:35:21-0800,685251059,4
2862180073288,A993,2021-01-15T10:53:58-0800,512454423,2
2862180769263,A263,2021-01-15T10:45:38-0800,641479412,5
2862180769263,A772,2021-01-15T10:45:38-0800,555793228,5
2862180170285,A138,2021-01-15T10:19:19-0800,764384169,2
2862180868325,A767,2021-01-15T09:45:33-0800,862129265,4
2862180868325,A880,2021-01-15T09:45:33-0800,862129265,2
2862180241596,A689,2021-01-15T07:20:41-0800,143431194,3
2862180039218,A120,2021-01-15T06:40:56-0800,641479412,2
2862180039218,A146,2021-01-15T06:40:56-0800,555793228,1
2862180039218,A366,2021-01-15T06:40:56-0800,555793228,2
2862180039218,A868,2021-01-15T06:40:56-0800,555793228,3
2862180732602,A773,2021-01-15T02:53:43-0800,728047761,4
2862180616050,A282,2021-01-14T23:41:39-0800,143431194,4
2862180613494,A416,2021-01-14T19:48:03-0800,566787504,3
2862179195873,A590,2021-01-14T18:54:26-0800,467283880,5
2862179691510,A230,2021-01-14T16:58:30-0800,473998047,1
2862179389749,A32,2021-01-14T16:53:23-0800,366151516,3
2852179976449,A653,2021-01-14T15:50:49-0800,641479412,2
2852179555331,A400,2021-01-14T14:46:15-0800,40563580,3
2852179657502,A235,2021-01-14T14:30:39-0800,648621640,4
2852179843628,A718,2021-01-14T13:50:31-0800,106618637,1
2852179612811,A982,2021-01-14T12:37:23-0800,555793228,2
2852179612811,A293,2021-01-14T12:37:23-0800,555793228,1
2852179110249,A68,2021-01-14T12:35:06-0800,706053595,4
2852178696611,A728,2021-01-14T10:49:33-0800,555793228,5
2852178696503,A153,2021-01-14T10:44:47-0800,641479412,3
2852179006959,A970,2021-01-14T10:34:10-0800,766114636,2
2852179006959,A932,2021-01-14T10:34:10-0800,766114636,4
2852178581056,A764,2021-01-14T08:39:04-0800,366151516,4
2852178271664,A621,2021-01-14T06:57:31-0800,862129265,2
2852178972654,A357,2021-01-14T05:52:47-0800,185210746,4
2852178959744,A224,2021-01-14T05:38:24-0800,143431194,2
2852178152799,A512,2021-01-14T05:05:58-0800,862129265,5
2852178356456,A900,2021-01-14T03:53:04-0800,366151516,4
2852178942544,A781,2021-01-13T21:28:40-0800,467283880,2
2852178646055,A285,2021-01-13T20:49:26-0800,366151516,2
2852178646055,A304,2021-01-13T20:49:26-0800,366151516,1
2852178231068,A813,2021-01-13T18:45:52-0800,862129265,3
2842178310607,A568,2021-01-13T16:15:43-0800,862129265,4
2842178203867,A555,2021-01-13T15:25:51-0800,623163064,2
2842177198687,A307,2021-01-13T14:08:47-0800,366151516,2
2842177494144,A526,2021-01-13T13:39:04-0800,512454423,2
2842177286877,A592,2021-01-13T13:25:20-0800,641479412,1
2842177880025,A89,2021-01-13T12:43:14-0800,366151516,3
2842177279623,A160,2021-01-13T11:02:42-0800,143431194,4
2842177156437,A85,2021-01-13T09:57:56-0800,143431194,4
2842177156437,A275,2021-01-13T09:57:56-0800,143431194,1
2842177156437,A987,2021-01-13T09:57:56-0800,143431194,2
2842177165153,A334,2021-01-13T09:47:40-0800,641479412,2
2842177165153,A176,2021-01-13T09:47:40-0800,641479412,1
2842177154303,A668,2021-01-13T09:39:21-0800,555793228,3
2842177055074,A724,2021-01-13T08:46:28-0800,121900053,4
2842177540895,A301,2021-01-13T08:01:16-0800,512454423,4
2842177922619,A869,2021-01-13T03:16:19-0800,555793228,4
2842177018489,A993,2021-01-13T01:25:27-0800,265479001,4
2842177524243,A719,2021-01-13T00:42:11-0800,623163064,5
2842177513054,A317,2021-01-12T22:27:20-0800,862129265,5
2842177007120,A292,2021-01-12T20:05:55-0800,862129265,4
2842176993066,A296,2021-01-12T19:16:02-0800,862129265,5
2842177102275,A329,2021-01-12T19:05:38-0800,555793228,5
2842176198671,A954,2021-01-12T18:34:19-0800,314814343,4
2842176493269,A896,2021-01-12T18:30:19-0800,969695067,2
2842176487144,A998,2021-01-12T18:00:51-0800,862129265,2
2832176876117,A203,2021-01-12T17:15:53-0800,134602541,2
2832176679573,A169,2021-01-12T16:58:38-0800,555793228,2
2832176468314,A371,2021-01-12T16:50:49-0800,555793228,5
2832176869246,A955,2021-01-12T14:54:11-0800,623163064,3
2832176462319,A921,2021-01-12T14:18:25-0800,512454423,3
2832176462319,A872,2021-01-12T14:18:25-0800,512454423,1
2832176951384,A711,2021-01-12T13:37:49-0800,623163064,1
2832176556883,A420,2021-01-12T13:16:02-0800,685251059,5
2832176451046,A120,2021-01-12T13:13:19-0800,512454423,3
2832176451046,A806,2021-01-12T13:13:19-0800,512454423,4
2832176348920,A498,2021-01-12T11:48:10-0800,555793228,1
2832176348920,A480,2021-01-12T11:48:10-0800,555793228,2
2832176738338,A988,2021-01-12T11:22:37-0800,706053595,5
2832176925912,A681,2021-01-12T09:35:40-0800,641479412,5
2832176925912,A464,2021-01-12T09:35:40-0800,641479412,2
2832176913971,A547,2021-01-12T09:00:55-0800,862129265,3
2832176008959,A724,2021-01-12T07:53:52-0800,555793228,1
2832175196757,A232,2021-01-12T07:36:10-0800,467283880,3
2832176903749,A881,2021-01-12T07:28:17-0800,555793228,5
2832175093534,A409,2021-01-12T06:44:15-0800,134602541,2
2832175695114,A977,2021-01-12T06:03:40-0800,555793228,3
2832175695114,A531,2021-01-12T06:03:40-0800,555793228,3
2832175579835,A755,2021-01-12T03:48:19-0800,143431194,4
2832175383923,A302,2021-01-12T00:02:55-0800,143431194,5
2832175085645,A598,2021-01-12T00:00:22-0800,862129265,4
2832175062926,A752,2021-01-11T20:43:29-0800,748502728,4
2832175864471,A43,2021-01-11T20:14:02-0800,641479412,2
2832175964513,A118,2021-01-11T20:07:15-0800,555793228,3
2832175764065,A595,2021-01-11T19:41:53-0800,168778430,4
2832175144835,A646,2021-01-11T18:00:26-0800,366151516,3
2832175445277,A866,2021-01-11T17:48:26-0800,748502728,4
2832175041799,A10,2021-01-11T17:04:48-0800,862129265,2
2822175334828,A831,2021-01-11T16:33:09-0800,555793228,1
2832175441859,A185,2021-01-11T16:32:28-0800,143431194,3
2832175241789,A942,2021-01-11T16:27:45-0800,48812399,3
2822175430709,A132,2021-01-11T14:57:57-0800,623163064,4
2822175132666,A703,2021-01-11T14:54:25-0800,366151516,5
2822174094330,A309,2021-01-11T11:58:12-0800,555793228,3
2822174189980,A722,2021-01-11T11:17:22-0800,37810685,2
2822174681773,A839,2021-01-11T10:43:18-0800,555793228,4
2822174378339,A625,2021-01-11T10:10:42-0800,872101457,3
2822174378339,A737,2021-01-11T10:10:42-0800,872101457,1
2822174891141,A519,2021-01-11T10:06:20-0800,555793228,4
2822174891141,A555,2021-01-11T10:06:20-0800,641479412,4
2822174881308,A668,2021-01-11T09:58:53-0800,623163064,4
2822174777627,A134,2021-01-11T08:36:13-0800,555793228,1
2822174566784,A186,2021-01-11T08:03:45-0800,764384169,5
2822174173635,A452,2021-01-11T07:51:43-0800,134602541,3
2822174565805,A801,2021-01-11T07:47:12-0800,143431194,3
2822174240139,A586,2021-01-11T01:02:36-0800,366151516,3
2822174833855,A337,2021-01-11T01:00:57-0800,143431194,3
2822174131203,A445,2021-01-10T20:58:22-0800,143431194,5
2822174424209,A591,2021-01-10T19:58:18-0800,555793228,2
2822174426163,A568,2021-01-10T19:51:29-0800,862129265,2
2822174218451,A139,2021-01-10T19:19:41-0800,396677899,1
2822174216517,A508,2021-01-10T18:43:08-0800,819206358,5
2822174007442,A140,2021-01-10T18:41:43-0800,143431194,2
2822174504602,A346,2021-01-10T17:54:33-0800,623163064,1
2812173491557,A111,2021-01-10T16:36:31-0800,512454423,1
2812173895327,A957,2021-01-10T15:41:34-0800,555793228,1
2812173693752,A380,2021-01-10T15:23:59-0800,623163064,2
2812173990972,A13,2021-01-10T15:23:05-0800,555793228,4
2812173193357,A711,2021-01-10T15:19:23-0800,289193743,2
2812173873604,A281,2021-01-10T14:47:34-0800,641479412,5
2812173873604,A51,2021-01-10T14:47:34-0800,555793228,1
2812173575595,A872,2021-01-10T14:41:10-0800,555793228,4
2812173575595,A842,2021-01-10T14:41:10-0800,555793228,1
2812173470187,A658,2021-01-10T14:30:01-0800,555793228,2
2812173978593,A690,2021-01-10T13:56:39-0800,641479412,5
2812173978593,A113,2021-01-10T13:56:39-0800,555793228,3
2812173780689,A523,2021-01-10T13:41:58-0800,143431194,1
2812173564972,A21,2021-01-10T13:16:58-0800,641479412,3
2812173564972,A933,2021-01-10T13:16:58-0800,555793228,1
2812173564972,A307,2021-01-10T13:16:58-0800,555793228,5
2812173157584,A558,2021-01-10T13:12:58-0800,641479412,4
2812173465152,A717,2021-01-10T12:52:24-0800,862129265,1
2812173859569,A416,2021-01-10T12:01:08-0800,345546917,1
2812173451511,A765,2021-01-10T11:56:53-0800,143431194,4
2812173643595,A571,2021-01-10T11:25:09-0800,555793228,5
2812173626491,A238,2021-01-10T10:17:53-0800,366151516,2
2812173221721,A167,2021-01-10T09:43:56-0800,555793228,5
2812173421915,A231,2021-01-10T09:18:52-0800,48812399,1
2812173909632,A22,2021-01-10T07:15:51-0800,641479412,2
2812173704021,A843,2021-01-10T06:29:21-0800,862129265,1
2812172288251,A764,2021-01-10T01:09:13-0800,616034712,2
2812172489976,A343,2021-01-09T22:06:12-0800,623163064,4
2812172576475,A780,2021-01-09T21:00:40-0800,623163064,4
2812172773573,A654,2021-01-09T19:42:17-0800,396677899,2
2812172777433,A288,2021-01-09T19:30:48-0800,48812399,4
2812172777433,A888,2021-01-09T19:30:48-0800,48812399,3
2812172457734,A937,2021-01-09T19:09:06-0800,555793228,4
2812172372154,A246,2021-01-09T19:07:53-0800,289193743,1
2812172858362,A437,2021-01-09T18:39:22-0800,143431194,2
2802172442289,A168,2021-01-09T16:40:07-0800,616034712,2
2802172450155,A679,2021-01-09T16:13:34-0800,143431194,3
2802172432783,A243,2021-01-09T14:10:39-0800,616034712,1
2802172504831,A896,2021-01-09T11:19:56-0800,641479412,3
2802172904784,A258,2021-01-09T10:13:42-0800,623163064,2
2802171893427,A403,2021-01-09T10:13:05-0800,512454423,3
2802171477035,A137,2021-01-09T09:12:18-0800,366151516,4
2802171176436,A142,2021-01-09T07:33:23-0800,473998047,4
2802171070139,A515,2021-01-09T07:23:03-0800,555793228,3
2802171669625,A913,2021-01-09T06:19:14-0800,623163064,3
2802171767873,A740,2021-01-09T05:15:45-0800,143431194,4
2802171767873,A370,2021-01-09T05:15:45-0800,143431194,3
2802171457043,A933,2021-01-09T05:05:16-0800,862129265,3
2802171754937,A978,2021-01-09T05:04:49-0800,366151516,1
2802171053969,A543,2021-01-09T04:50:02-0800,143431194,1
2802171255139,A928,2021-01-08T23:57:11-0800,878863895,4
2802171045549,A713,2021-01-08T23:21:20-0800,706053595,3
2802171635296,A303,2021-01-08T22:12:52-0800,862129265,3
2802171842769,A400,2021-01-08T20:18:58-0800,862129265,1
2802171642235,A576,2021-01-08T19:40:05-0800,242302211,1
2802171825048,A769,2021-01-08T19:29:01-0800,366151516,4
2802171729237,A282,2021-01-08T18:21:22-0800,345546917,4
2802171223462,A714,2021-01-08T18:20:37-0800,473998047,5
2792170799187,A654,2021-01-08T16:43:03-0800,37810685,5
2792170799187,A299,2021-01-08T16:43:03-0800,37810685,5
2792171507219,A159,2021-01-08T16:01:11-0800,862129265,2
2792170687707,A823,2021-01-08T14:35:41-0800,641479412,3
2792170987527,A735,2021-01-08T14:01:31-0800,366151516,5
2792170489691,A514,2021-01-08T13:19:13-0800,143431194,4
2792170776693,A498,2021-01-08T12:22:26-0800,128603516,1
2792170275290,A351,2021-01-08T11:56:42-0800,555793228,1
2792170279997,A154,2021-01-08T11:42:11-0800,641479412,3
2792170867613,A840,2021-01-08T11:05:16-0800,764384169,1
2792170867613,A314,2021-01-08T11:05:16-0800,764384169,2
2792170757895,A814,2021-01-08T10:20:31-0800,862129265,3
2792170048774,A309,2021-01-08T09:32:28-0800,366151516,3
2792170453441,A663,2021-01-08T09:16:46-0800,143431194,4
2792170453441,A673,2021-01-08T09:16:46-0800,143431194,4
2792170438397,A588,2021-01-08T09:05:23-0800,168778430,4
2792170337299,A190,2021-01-08T08:55:47-0800,143431194,1
2792170040864,A930,2021-01-08T08:04:18-0800,862129265,3
2792170140948,A23,2021-01-08T07:36:30-0800,366151516,2
2792170625293,A417,2021-01-08T04:52:47-0800,396677899,4
2792170706682,A332,2021-01-07T22:01:38-0800,623163064,5
2792169892747,A780,2021-01-07T19:22:14-0800,143431194,5
2792169091236,A827,2021-01-07T18:43:32-0800,641479412,3
2792169877475,A612,2021-01-07T17:34:41-0800,555793228,5
2782169171931,A204,2021-01-07T16:12:49-0800,555793228,1
2792169479083,A392,2021-01-07T16:11:30-0800,965732006,3
2792169577375,A921,2021-01-07T16:11:13-0800,623163064,5
2782169971561,A756,2021-01-07T15:53:12-0800,748502728,1
2782169662275,A700,2021-01-07T15:44:15-0800,862129265,4
2782169759785,A151,2021-01-07T15:33:15-0800,641479412,5
2782169569504,A848,2021-01-07T15:02:03-0800,143431194,1
2782169751145,A921,2021-01-07T13:49:29-0800,555793228,5
2782169936877,A217,2021-01-07T11:16:46-0800,37810685,5
2782169730382,A728,2021-01-07T11:13:15-0800,641479412,1
2782169730382,A129,2021-01-07T11:13:15-0800,555793228,2
2782169834098,A411,2021-01-07T11:12:34-0800,555793228,5
2782169919327,A37,2021-01-07T10:08:53-0800,143431194,1
2782169620012,A990,2021-01-07T08:56:01-0800,862129265,3
2782169922163,A940,2021-01-07T08:36:14-0800,143431194,2
2782169922163,A450,2021-01-07T08:36:14-0800,143431194,4
2782169922163,A498,2021-01-07T08:36:14-0800,143431194,1
2782169922163,A218,2021-01-07T08:36:14-0800,143431194,1
2782169813193,A413,2021-01-07T08:32:39-0800,862129265,4
2782169212401,A970,2021-01-07T08:20:56-0800,512454423,3
2782168886406,A31,2021-01-07T00:04:32-0800,616034712,4
2782168765735,A34,2021-01-06T19:45:14-0800,623163064,5
2782168654226,A235,2021-01-06T18:43:33-0800,878863895,2
2772168339339,A226,2021-01-06T15:54:52-0800,190949478,4
2772168841094,A378,2021-01-06T15:29:03-0800,143431194,4
2772168945707,A393,2021-01-06T15:27:20-0800,512454423,5
2772168635657,A110,2021-01-06T15:14:34-0800,878863895,3
2772168023207,A933,2021-01-06T13:41:02-0800,745425762,4
2772167696409,A272,2021-01-06T12:54:40-0800,467283880,2
2772167695712,A45,2021-01-06T12:04:54-0800,143431194,4
2772167279399,A201,2021-01-06T11:23:00-0800,862129265,4
2772167179942,A394,2021-01-06T10:20:14-0800,862129265,3
2772167576722,A472,2021-01-06T10:14:06-0800,862129265,1
2772167859968,A495,2021-01-06T09:07:19-0800,143431194,5
2772167059687,A918,2021-01-06T08:57:27-0800,862129265,2
2772167143022,A537,2021-01-06T07:29:22-0800,862129265,4
2772167327558,A929,2021-01-06T05:29:38-0800,623163064,3
2772167130937,A688,2021-01-06T04:55:52-0800,366151516,2
2772167618264,A69,2021-01-05T22:11:11-0800,878863895,2
2772167010545,A59,2021-01-05T20:51:57-0800,745425762,3
2772167107561,A231,2021-01-05T20:07:51-0800,48812399,5
2772166898501,A677,2021-01-05T19:14:04-0800,366151516,2
2762166072387,A669,2021-01-05T17:09:37-0800,154085321,5
2762166185681,A798,2021-01-05T16:09:21-0800,289193743,5
2762166582650,A796,2021-01-05T15:57:14-0800,992688839,2
2762166881569,A224,2021-01-05T15:54:17-0800,242302211,5
2762166670227,A884,2021-01-05T15:35:51-0800,106618637,3
2762166244762,A331,2021-01-05T12:58:19-0800,512454423,2
2762166244762,A122,2021-01-05T12:58:19-0800,512454423,3
2762166353280,A725,2021-01-05T12:47:02-0800,366151516,3
2762166446678,A618,2021-01-05T12:08:56-0800,143431194,5
2762166517921,A665,2021-01-05T10:09:07-0800,862129265,4
2762166114439,A235,2021-01-05T09:00:14-0800,366151516,5
2762166114439,A666,2021-01-05T09:00:14-0800,366151516,5
2762166114439,A110,2021-01-05T09:00:14-0800,366151516,4
2762166307217,A455,2021-01-05T07:59:21-0800,838739906,4
2762166500019,A284,2021-01-05T07:45:38-0800,748502728,4
2762165979464,A411,2021-01-05T06:17:23-0800,623163064,3
2762165639758,A918,2021-01-04T20:47:44-0800,512454423,4
2762165030210,A875,2021-01-04T19:51:58-0800,862129265,5
2762165228920,A399,2021-01-04T19:08:01-0800,748502728,3
2762165717803,A164,2021-01-04T18:25:33-0800,391837319,2
2752165405737,A812,2021-01-04T17:20:21-0800,862129265,3
2762165709003,A287,2021-01-04T17:18:31-0800,512454423,3
2762165108140,A734,2021-01-04T16:32:08-0800,862129265,2
2752164493173,A942,2021-01-04T14:35:48-0800,623163064,5
2752164074254,A5,2021-01-04T13:21:25-0800,197540702,1
2752164869152,A88,2021-01-04T12:12:51-0800,623163064,1
2752164756292,A319,2021-01-04T12:01:25-0800,862129265,2
2752164360825,A73,2021-01-04T11:56:12-0800,154085321,4
2752164852371,A923,2021-01-04T11:10:36-0800,366151516,3
2752164343773,A129,2021-01-04T10:50:07-0800,134602541,5
2752164536785,A937,2021-01-04T10:04:36-0800,143431194,4
2752164828686,A539,2021-01-04T09:21:38-0800,197540702,3
2752164831495,A318,2021-01-04T09:19:47-0800,143431194,5
2752164431826,A281,2021-01-04T08:53:56-0800,366151516,2
2752164325504,A708,2021-01-04T08:23:24-0800,623163064,3
2752164902323,A861,2021-01-04T03:22:51-0800,134602541,4
2752163497802,A181,2021-01-04T01:46:21-0800,680028616,1
2752163888609,A539,2021-01-03T22:34:05-0800,366151516,2
2752163178865,A3,2021-01-03T21:32:21-0800,143431194,5
2752163681367,A513,2021-01-03T20:19:13-0800,366151516,5
2752163062903,A917,2021-01-03T17:41:00-0800,366151516,1
2742163552769,A125,2021-01-03T16:39:44-0800,40575466,5
2742163443060,A229,2021-01-03T16:17:38-0800,862129265,5
2742163430397,A648,2021-01-03T14:07:13-0800,862129265,2
2742163115239,A828,2021-01-03T13:23:32-0800,862129265,1
2742163609244,A548,2021-01-03T12:32:06-0800,143431194,2
2742163017562,A604,2021-01-03T12:20:56-0800,134602541,2
2742163505951,A834,2021-01-03T11:51:14-0800,185210746,4
2742162995361,A723,2021-01-03T11:14:55-0800,473998047,4
2742162797641,A371,2021-01-03T11:08:00-0800,289193743,3
2742162587150,A795,2021-01-03T10:20:54-0800,616034712,5
2742162364394,A886,2021-01-03T08:08:03-0800,106618637,4
2742162170766,A432,2021-01-03T08:04:50-0800,143431194,4
2742162170766,A567,2021-01-03T08:04:50-0800,143431194,4
2742162571634,A812,2021-01-03T08:03:31-0800,862129265,1
2742162362482,A348,2021-01-03T07:09:35-0800,555793228,1
2742162456916,A232,2021-01-03T06:16:23-0800,512454423,5
2742162437119,A402,2021-01-02T21:42:52-0800,555793228,1
2742162919422,A232,2021-01-02T19:24:43-0800,728047761,1
2742162015721,A843,2021-01-02T18:06:17-0800,190949478,1
2742162309404,A625,2021-01-02T17:56:15-0800,133891057,5
2732161891573,A983,2021-01-02T14:48:03-0800,862129265,4
2732161893705,A234,2021-01-02T14:18:51-0800,789813129,3
2732161183813,A921,2021-01-02T13:38:39-0800,128603516,1
2732161476011,A26,2021-01-02T13:15:15-0800,197540702,5
2732161876081,A811,2021-01-02T12:58:36-0800,878863895,3
2732161780556,A182,2021-01-02T12:50:41-0800,143431194,2
2732161363342,A450,2021-01-02T12:25:45-0800,862129265,5
2732161470073,A972,2021-01-02T12:03:17-0800,366151516,5
2732161965671,A616,2021-01-02T11:47:17-0800,555793228,5
2732161965671,A875,2021-01-02T11:47:17-0800,555793228,3
2732161449644,A648,2021-01-02T10:29:30-0800,616034712,2
2732161342423,A237,2021-01-02T10:28:02-0800,160828305,5
2732161250526,A428,2021-01-02T10:00:04-0800,197540702,3
2732161435184,A409,2021-01-02T09:52:31-0800,862129265,4
2732161439563,A714,2021-01-02T09:17:02-0800,134602541,4
2732161432723,A429,2021-01-02T08:47:49-0800,134602541,1
2732161831699,A702,2021-01-02T08:42:56-0800,862129265,5
2732161834941,A853,2021-01-02T08:03:27-0800,366151516,1
2732161620875,A338,2021-01-02T07:35:56-0800,647997425,2
2732161827073,A599,2021-01-02T07:25:23-0800,265479001,4
2732161827073,A406,2021-01-02T07:25:23-0800,265479001,5
2732161614855,A815,2021-01-02T06:51:02-0800,838739906,1
2732161720939,A723,2021-01-02T06:26:26-0800,745425762,2
2732161107167,A620,2021-01-02T05:50:45-0800,143431194,5
2732161906559,A608,2021-01-02T05:46:20-0800,134602541,3
2732161320043,A703,2021-01-02T05:25:27-0800,197540702,5
2732161103151,A268,2021-01-02T03:11:58-0800,366151516,4
2732160495868,A355,2021-01-01T23:04:52-0800,143431194,1
2732160892715,A125,2021-01-01T20:54:40-0800,143431194,5
2732160187974,A298,2021-01-01T20:46:30-0800,143431194,1
2732160484808,A515,2021-01-01T19:30:46-0800,878863895,4
2732160581473,A931,2021-01-01T19:28:50-0800,366151516,1
2732160381396,A368,2021-01-01T19:28:00-0800,862129265,4
2732160780702,A762,2021-01-01T19:18:21-0800,512454423,1
2732160780702,A904,2021-01-01T19:18:21-0800,512454423,5
2732160381095,A334,2021-01-01T18:50:35-0800,728047761,3
2732160472476,A703,2021-01-01T18:16:48-0800,366151516,3
2732160274331,A932,2021-01-01T18:09:18-0800,555793228,5
2732160071413,A447,2021-01-01T17:45:51-0800,872101457,2
2732160265824,A587,2021-01-01T17:42:31-0800,143431194,1
2722160757151,A369,2021-01-01T17:17:51-0800,555793228,1
2732160265656,A646,2021-01-01T17:02:26-0800,143431194,5
2722160051266,A874,2021-01-01T16:15:00-0800,862129265,5
2722160051266,A332,2021-01-01T16:15:00-0800,862129265,2
2722160251689,A444,2021-01-01T15:48:24-0800,182770316,3
2722160744069,A340,2021-01-01T15:30:29-0800,134602541,4
2722160350771,A738,2021-01-01T15:07:32-0800,862129265,3
2722160932890,A840,2021-01-01T14:16:38-0800,345546917,5
2722160337641,A537,2021-01-01T13:47:44-0800,134602541,5
2722160731627,A59,2021-01-01T12:57:17-0800,862129265,5
2722160221990,A490,2021-01-01T12:19:53-0800,48812399,4
2722160818859,A700,2021-01-01T12:12:04-0800,862129265,1
2722160117528,A547,2021-01-01T11:39:23-0800,467283880,2
2722160511573,A76,2021-01-01T11:28:02-0800,366151516,1
2722160003459,A801,2021-01-01T11:04:47-0800,908439054,2
2722160109713,A272,2021-01-01T10:55:31-0800,838739906,1
2722159995155,A162,2021-01-01T10:03:53-0800,366151516,5
2722159797850,A392,2021-01-01T09:22:11-0800,862129265,5
2722159687062,A20,2021-01-01T09:18:30-0800,512454423,2
2722159966002,A395,2021-01-01T06:28:57-0800,862129265,5
2722159770003,A574,2021-01-01T05:49:35-0800,555793228,2
2722159770003,A218,2021-01-01T05:49:35-0800,555793228,3
2722159362693,A412,2021-01-01T04:47:24-0800,143431194,3
2722159457601,A319,2021-01-01T00:08:14-0800,764384169,2
2722159435917,A212,2020-12-31T20:04:14-0800,623163064,2
2722159733260,A231,2020-12-31T19:18:09-0800,908439054,4
2722159340048,A847,2020-12-31T17:58:20-0800,168778430,4
2722159340048,A281,2020-12-31T17:58:20-0800,168778430,2
2722159532167,A32,2020-12-31T17:38:30-0800,197540702,2
2722159532167,A297,2020-12-31T17:38:30-0800,182770316,4
2722159532167,A309,2020-12-31T17:38:30-0800,197540702,2
2722159532167,A301,2020-12-31T17:38:30-0800,182770316,1
6372059405135,A814,2020-12-31T14:16:17-0800,555793228,1
6372059203164,A232,2020-12-31T13:41:15-0800,641479412,5
6372059907834,A540,2020-12-31T13:39:36-0800,48812399,2
6372059809212,A807,2020-12-31T13:34:31-0800,467283880,1
6372059408433,A731,2020-12-31T13:11:18-0800,878863895,5
6372058596974,A650,2020-12-31T13:11:08-0800,143431194,5
6372058683811,A645,2020-12-31T12:07:44-0800,143431194,5
6372058685609,A148,2020-12-31T11:57:12-0800,143431194,1
6372058377744,A384,2020-12-31T11:02:13-0800,366151516,3
6372058081270,A487,2020-12-31T10:14:56-0800,641479412,4
6372058864692,A36,2020-12-31T09:28:55-0800,555793228,2
6372058871311,A854,2020-12-31T09:24:52-0800,555793228,2
6372058867791,A408,2020-12-31T09:01:37-0800,396677899,4
6372058565830,A795,2020-12-31T09:00:47-0800,134602541,4
6372058858907,A401,2020-12-31T08:57:44-0800,862129265,4
6372058962886,A577,2020-12-31T08:56:31-0800,143431194,3
6372058556329,A626,2020-12-31T08:56:03-0800,685251059,2
